method, missed_branch, covered_branch, total_branch
com.thoughtworks.xstream.core.util.CustomObjectOutputStream.writeInt,0,0,0
com.thoughtworks.xstream.core.util.ISO8601JodaTimeConverter.canConvert,0,0,0
com.thoughtworks.xstream.mapper.ImplicitCollectionMapper.<init>,0,0,0
com.thoughtworks.xstream.mapper.FieldAliasingMapper.addFieldAlias,0,0,0
com.thoughtworks.xstream.io.StatefulWriter.endNode,0,2,2
com.thoughtworks.xstream.converters.reflection.XStream12FieldKeySorter.sort,0,0,0
com.thoughtworks.xstream.mapper.PackageAliasingMapper$1.<init>,0,0,0
com.thoughtworks.xstream.converters.SingleValueConverterWrapper.fromString,0,0,0
com.thoughtworks.xstream.persistence.AbstractFilePersistenceStrategy.remove,0,2,2
com.thoughtworks.xstream.io.xml.Dom4JXmlWriter.setValue,1,1,2
com.thoughtworks.xstream.converters.basic.CharConverter.canConvert,1,3,4
com.thoughtworks.xstream.persistence.XmlSet.iterator,0,0,0
com.thoughtworks.xstream.core.util.WeakCache.containsValue,1,1,2
com.thoughtworks.xstream.persistence.XmlMap$XmlMapEntries.<init>,0,0,0
com.thoughtworks.xstream.core.util.SerializationMembers.supportsReadObject,0,2,2
com.thoughtworks.xstream.XStream$4.defaultReadObject,0,0,0
com.thoughtworks.xstream.mapper.ElementIgnoringMapper.isIgnoredElement,0,6,6
com.thoughtworks.xstream.mapper.DefaultImplementationsMapper.addDefaultImplementation,1,3,4
com.thoughtworks.xstream.io.xml.XppDriver.<init>,0,0,0
com.thoughtworks.xstream.io.xml.DomWriter.<init>,0,2,2
com.thoughtworks.xstream.core.util.CustomObjectOutputStream.writeByte,0,0,0
com.thoughtworks.xstream.mapper.CachingMapper.readResolve,0,0,0
com.thoughtworks.xstream.converters.collections.PropertiesConverter.<init>,0,0,0
com.thoughtworks.xstream.core.util.CustomObjectInputStream.readLong,0,0,0
com.thoughtworks.xstream.core.util.PrioritizedList.<init>,0,0,0
com.thoughtworks.xstream.io.xml.AbstractPullReader.moveUp,0,2,2
com.thoughtworks.xstream.io.xml.xppdom.XppDom.getAttributeNames,0,2,2
com.thoughtworks.xstream.io.binary.ReaderDepthState.push,0,0,0
com.thoughtworks.xstream.io.ReaderWrapper.moveDown,0,0,0
com.thoughtworks.xstream.core.util.SerializationMembers.flushCache,0,0,0
com.thoughtworks.xstream.core.util.HierarchicalStreams.readClassType,0,2,2
com.thoughtworks.xstream.core.util.CustomObjectOutputStream.writeFloat,0,0,0
com.thoughtworks.xstream.core.AbstractTreeMarshallingStrategy.<init>,0,0,0
com.thoughtworks.xstream.converters.extended.NamedMapConverter.populateMap,1,39,40
com.thoughtworks.xstream.core.util.PresortedSet.hashCode,0,0,0
com.thoughtworks.xstream.io.StatefulWriter.flush,0,0,0
com.thoughtworks.xstream.core.TreeUnmarshaller.getRequiredType,0,0,0
com.thoughtworks.xstream.converters.javabean.JavaBeanConverter.canConvert,0,6,6
com.thoughtworks.xstream.converters.collections.TreeMapConverter.populateTreeMap,5,13,18
com.thoughtworks.xstream.io.xml.AbstractDocumentWriter.endNode,0,2,2
com.thoughtworks.xstream.mapper.ImplicitCollectionMapper.getItemTypeForItemFieldName,0,2,2
com.thoughtworks.xstream.io.xml.AbstractPullReader.<init>,0,0,0
com.thoughtworks.xstream.io.xml.AbstractDocumentReader.getAttributeNames,0,0,0
com.thoughtworks.xstream.XStream.aliasAttribute,1,1,2
com.thoughtworks.xstream.converters.reflection.SortableFieldKeySorter.sort,4,0,4
com.thoughtworks.xstream.core.util.PrioritizedList$PrioritizedItemIterator.remove,0,0,0
com.thoughtworks.xstream.converters.extended.DynamicProxyConverter$Reflections.<clinit>,0,0,0
com.thoughtworks.xstream.io.json.JettisonMappedXmlDriver.createReader,4,0,4
com.thoughtworks.xstream.io.StatefulWriter.setValue,0,2,2
com.thoughtworks.xstream.io.xml.JDom2Reader.getAttributeCount,0,0,0
com.thoughtworks.xstream.io.xml.XomReader.<init>,0,0,0
com.thoughtworks.xstream.core.util.WeakCache.equals,0,0,0
com.thoughtworks.xstream.converters.enums.EnumSetConverter.canConvert,2,4,6
com.thoughtworks.xstream.security.AnyTypePermission.allows,0,0,0
com.thoughtworks.xstream.io.xml.JDomReader.getParent,0,0,0
com.thoughtworks.xstream.core.AbstractReferenceMarshaller$Id.<init>,0,0,0
com.thoughtworks.xstream.persistence.XmlArrayList.set,0,0,0
com.thoughtworks.xstream.io.json.JsonWriter.<init>,0,2,2
com.thoughtworks.xstream.io.xml.xppdom.XppDom.getParent,0,0,0
com.thoughtworks.xstream.core.TreeMarshaller.convert,0,2,2
com.thoughtworks.xstream.converters.reflection.NativeFieldKeySorter$1.compare,2,0,2
com.thoughtworks.xstream.io.WriterWrapper.underlyingWriter,0,0,0
com.thoughtworks.xstream.converters.javabean.BeanProvider.canStreamProperty,1,3,4
com.thoughtworks.xstream.io.xml.XStream11XmlFriendlyReplacer.decodeAttribute,0,0,0
com.thoughtworks.xstream.io.xml.XomReader.getChildCount,0,0,0
com.thoughtworks.xstream.converters.basic.DoubleConverter.<init>,0,0,0
com.thoughtworks.xstream.io.xml.StaxDriver.setRepairingNamespace,0,2,2
com.thoughtworks.xstream.core.util.SerializationMembers$1.<init>,0,0,0
com.thoughtworks.xstream.persistence.FileStreamStrategy.unescape,0,12,12
com.thoughtworks.xstream.mapper.CGLIBMapper.<clinit>,0,0,0
com.thoughtworks.xstream.persistence.XmlSet.<init>,0,0,0
com.thoughtworks.xstream.converters.SingleValueConverterWrapper.unmarshal,0,0,0
com.thoughtworks.xstream.core.util.ObjectIdDictionary$IdWrapper.equals,1,1,2
com.thoughtworks.xstream.converters.basic.URLConverter.<init>,0,0,0
com.thoughtworks.xstream.converters.extended.CharsetConverter.canConvert,1,3,4
com.thoughtworks.xstream.converters.javabean.BeanProvider.writeProperty,1,1,2
com.thoughtworks.xstream.core.util.PresortedMap$ArraySetComparator.compare,24,0,24
com.thoughtworks.xstream.converters.reflection.FieldDictionary.field,1,1,2
com.thoughtworks.xstream.converters.reflection.FieldDictionary.buildMap,1,13,14
com.thoughtworks.xstream.core.util.Pool.putInPool,0,0,0
com.thoughtworks.xstream.io.AbstractReader.peekNextChild,0,0,0
com.thoughtworks.xstream.core.util.Primitives.isBoxed,0,0,0
com.thoughtworks.xstream.io.xml.AbstractDocumentReader.getCurrent,0,0,0
com.thoughtworks.xstream.core.util.WeakCache$3.visit,0,0,0
com.thoughtworks.xstream.converters.reflection.PureJavaReflectionProvider.instantiateUsingSerialization,2,0,2
com.thoughtworks.xstream.io.xml.StandardStaxDriver.<init>,0,0,0
com.thoughtworks.xstream.converters.basic.UUIDConverter.<init>,0,0,0
com.thoughtworks.xstream.security.InterfaceTypePermission.<clinit>,0,0,0
com.thoughtworks.xstream.converters.extended.NamedMapConverter.readItem,0,4,4
com.thoughtworks.xstream.core.util.QuickWriter.write,0,12,12
com.thoughtworks.xstream.converters.reflection.SerializableConverter$UnserializableParentsReflectionProvider.<init>,0,0,0
com.thoughtworks.xstream.security.ArrayTypePermission.<init>,0,0,0
com.thoughtworks.xstream.io.xml.StaxDriver$1.<init>,0,0,0
com.thoughtworks.xstream.core.TreeUnmarshaller.getMapper,0,0,0
com.thoughtworks.xstream.converters.basic.StringBufferConverter.<init>,0,0,0
com.thoughtworks.xstream.converters.collections.ArrayConverter.marshal,0,2,2
com.thoughtworks.xstream.mapper.AbstractXmlFriendlyMapper.stringFoundAt,0,4,4
com.thoughtworks.xstream.mapper.AnnotationMapper$1.<init>,0,0,0
com.thoughtworks.xstream.core.util.PrioritizedList$PrioritizedItemIterator.hasNext,0,0,0
com.thoughtworks.xstream.converters.extended.EncodedByteArrayConverter.fromString,0,0,0
com.thoughtworks.xstream.XStream.getClassLoader,0,0,0
com.thoughtworks.xstream.core.util.XmlHeaderAwareReader.getHeader,21,41,62
com.thoughtworks.xstream.io.xml.XmlFriendlyReplacer.unescapeName,0,0,0
com.thoughtworks.xstream.converters.extended.JavaMethodConverter.marshal,0,2,2
com.thoughtworks.xstream.io.xml.XStream11NameCoder.<init>,0,0,0
com.thoughtworks.xstream.core.util.ThreadSafePropertyEditor.getAsText,0,0,0
com.thoughtworks.xstream.core.TreeMarshaller.keys,0,0,0
com.thoughtworks.xstream.converters.ErrorWritingException.add,0,4,4
com.thoughtworks.xstream.converters.basic.FloatConverter.canConvert,1,3,4
com.thoughtworks.xstream.core.util.TypedNull.<init>,0,0,0
com.thoughtworks.xstream.core.JVM$1.compare,0,0,0
com.thoughtworks.xstream.core.util.PrioritizedList.add,0,2,2
com.thoughtworks.xstream.core.TreeMarshaller$CircularReferenceException.<init>,0,0,0
com.thoughtworks.xstream.converters.javabean.PropertyDictionary.propertyDescriptorOrNull,0,0,0
com.thoughtworks.xstream.io.xml.Dom4JDriver.setDocumentFactory,0,0,0
com.thoughtworks.xstream.core.AbstractTreeMarshallingStrategy.marshal,0,0,0
com.thoughtworks.xstream.converters.extended.ToAttributedValueConverter.marshal,5,5,10
com.thoughtworks.xstream.persistence.AbstractFilePersistenceStrategy$XmlMapEntriesIterator$1.setValue,0,0,0
com.thoughtworks.xstream.converters.basic.DoubleConverter.canConvert,1,3,4
com.thoughtworks.xstream.core.DefaultConverterLookup.registerConverter,0,0,0
com.thoughtworks.xstream.core.util.PresortedMap.size,0,0,0
com.thoughtworks.xstream.io.binary.Token.toString,0,0,0
com.thoughtworks.xstream.converters.reflection.FieldDictionary.<init>,0,0,0
com.thoughtworks.xstream.converters.reflection.CGLIBEnhancedConverter.readResolve,0,0,0
com.thoughtworks.xstream.core.util.ArrayIterator.hasNext,0,2,2
com.thoughtworks.xstream.io.binary.BinaryStreamWriter.write,0,0,0
com.thoughtworks.xstream.converters.extended.DynamicProxyConverter$Reflections$1.<init>,0,0,0
com.thoughtworks.xstream.converters.extended.CurrencyConverter.fromString,0,0,0
com.thoughtworks.xstream.core.util.FastStack.peek,0,2,2
com.thoughtworks.xstream.io.binary.ReaderDepthState$1.next,0,0,0
com.thoughtworks.xstream.core.ReferenceByIdMarshaller.createReferenceKey,0,0,0
com.thoughtworks.xstream.core.ReferenceByXPathMarshallingStrategy.<clinit>,0,0,0
com.thoughtworks.xstream.core.AbstractReferenceMarshaller$1.<init>,0,0,0
com.thoughtworks.xstream.converters.extended.ActivationDataFlavorConverter.unmarshal,3,9,12
com.thoughtworks.xstream.core.util.XmlHeaderAwareReader.ready,0,0,0
com.thoughtworks.xstream.io.xml.JDom2Reader.getAttributeName,0,0,0
com.thoughtworks.xstream.converters.reflection.FieldKey.hashCode,0,0,0
com.thoughtworks.xstream.security.ExplicitTypePermission$1.getNames,1,3,4
com.thoughtworks.xstream.converters.extended.JavaFieldConverter.canConvert,0,2,2
com.thoughtworks.xstream.io.json.JsonWriter.addValue,0,6,6
com.thoughtworks.xstream.converters.basic.ShortConverter.<init>,0,0,0
com.thoughtworks.xstream.mapper.MapperWrapper.getItemTypeForItemFieldName,0,0,0
com.thoughtworks.xstream.io.json.JettisonStaxWriter.<init>,0,0,0
com.thoughtworks.xstream.core.util.OrderRetainingMap.putAll,0,2,2
com.thoughtworks.xstream.converters.extended.UseAttributeForEnumMapper.<init>,0,0,0
com.thoughtworks.xstream.io.json.JsonWriter.addLabel,0,4,4
com.thoughtworks.xstream.converters.javabean.BeanProvider.newInstance,2,2,4
com.thoughtworks.xstream.core.TreeMarshaller.convertAnother,1,3,4
com.thoughtworks.xstream.converters.extended.ToStringConverter.<init>,0,0,0
com.thoughtworks.xstream.converters.basic.ShortConverter.fromString,2,2,4
com.thoughtworks.xstream.core.util.HierarchicalStreams.readClassAttribute,2,4,6
com.thoughtworks.xstream.io.json.AbstractJsonWriter.setValue,1,5,6
com.thoughtworks.xstream.annotations.AnnotationProvider.getAnnotation,0,0,0
com.thoughtworks.xstream.io.binary.Token$Formatter.write,0,6,6
com.thoughtworks.xstream.mapper.ClassAliasingMapper.realClass,0,4,4
com.thoughtworks.xstream.io.xml.StaxWriter.flush,0,0,0
com.thoughtworks.xstream.io.binary.BinaryStreamReader.getAttributeNames,0,0,0
com.thoughtworks.xstream.mapper.MapperWrapper.isImmutableValueType,0,0,0
com.thoughtworks.xstream.io.xml.JDom2Writer.createNode,0,2,2
com.thoughtworks.xstream.io.path.PathTracker.peekElement,2,4,6
com.thoughtworks.xstream.converters.extended.StackTraceElementConverter.toString,0,0,0
com.thoughtworks.xstream.converters.reflection.FieldKey.getFieldName,0,0,0
com.thoughtworks.xstream.mapper.DefaultImplementationsMapper.serializedClass,0,2,2
com.thoughtworks.xstream.converters.reflection.SerializableConverter$2$1.<init>,0,0,0
com.thoughtworks.xstream.io.path.PathTrackingWriter.startNode,0,4,4
com.thoughtworks.xstream.core.util.CustomObjectInputStream.pushCallback,0,0,0
com.thoughtworks.xstream.converters.reflection.CGLIBEnhancedConverter.createNullArguments,18,0,18
com.thoughtworks.xstream.core.util.SerializationMembers.<clinit>,0,0,0
com.thoughtworks.xstream.converters.extended.NamedCollectionConverter.<init>,0,0,0
com.thoughtworks.xstream.core.util.PresortedSet.equals,0,0,0
com.thoughtworks.xstream.converters.extended.NamedCollectionConverter.writeCompleteItem,0,0,0
com.thoughtworks.xstream.mapper.AttributeMapper.getConverterFromItemType,4,4,8
com.thoughtworks.xstream.core.JVM.getMajorJavaVersion,1,1,2
com.thoughtworks.xstream.converters.javabean.ComparingPropertySorter.sort,0,0,0
com.thoughtworks.xstream.converters.ErrorWritingException.<init>,0,0,0
com.thoughtworks.xstream.converters.collections.PropertiesConverter$Reflections.<clinit>,0,0,0
com.thoughtworks.xstream.core.util.Fields.<init>,0,0,0
com.thoughtworks.xstream.core.util.CustomObjectInputStream.readFields,0,0,0
com.thoughtworks.xstream.converters.javabean.BeanProvider.getDefaultConstrutor,6,0,6
com.thoughtworks.xstream.converters.extended.CharsetConverter.<init>,0,0,0
com.thoughtworks.xstream.io.xml.XStream11XmlFriendlyReplacer.<init>,0,0,0
com.thoughtworks.xstream.io.xml.DomReader.getAttribute,0,2,2
com.thoughtworks.xstream.io.binary.Token.<init>,0,0,0
com.thoughtworks.xstream.core.util.ArrayIterator.next,0,0,0
com.thoughtworks.xstream.converters.ErrorWritingException.getMessage,2,4,6
com.thoughtworks.xstream.core.util.Pool.<init>,0,0,0
com.thoughtworks.xstream.persistence.XmlMap.get,0,0,0
com.thoughtworks.xstream.io.json.JsonWriter.close,0,0,0
com.thoughtworks.xstream.XStreamException.<init>,0,0,0
com.thoughtworks.xstream.io.xml.xppdom.XppDom.setParent,0,0,0
com.thoughtworks.xstream.converters.extended.JavaMethodConverter.marshalMethod,0,4,4
com.thoughtworks.xstream.io.binary.BinaryStreamDriver.createWriter,0,0,0
com.thoughtworks.xstream.core.util.SelfStreamingInstanceChecker.unmarshal,0,0,0
com.thoughtworks.xstream.io.binary.Token$Value.<init>,0,0,0
com.thoughtworks.xstream.core.util.CustomObjectInputStream.peekCallback,0,0,0
com.thoughtworks.xstream.core.util.FastField.hashCode,1,1,2
com.thoughtworks.xstream.converters.reflection.PureJavaReflectionProvider$1.resolveClass,0,0,0
com.thoughtworks.xstream.core.ReferenceByIdMarshallingStrategy.createMarshallingContext,0,0,0
com.thoughtworks.xstream.converters.collections.CollectionConverter.<init>,1,3,4
com.thoughtworks.xstream.io.binary.BinaryStreamWriter$IdRegistry.<init>,0,0,0
com.thoughtworks.xstream.io.xml.DomReader.peekNextChild,4,0,4
com.thoughtworks.xstream.converters.extended.LocaleConverter.canConvert,0,2,2
com.thoughtworks.xstream.core.TreeUnmarshaller.convertAnother,1,3,4
com.thoughtworks.xstream.io.binary.ReaderDepthState.<init>,0,0,0
com.thoughtworks.xstream.io.xml.XmlFriendlyNameCoder.encodeName,2,34,36
com.thoughtworks.xstream.core.util.PresortedSet.add,0,0,0
com.thoughtworks.xstream.core.util.OrderRetainingMap.entrySet,0,2,2
com.thoughtworks.xstream.core.util.Base64Encoder.encode,0,16,16
com.thoughtworks.xstream.io.xml.Dom4JXmlWriter.addAttribute,0,0,0
com.thoughtworks.xstream.core.util.XmlHeaderAwareReader.getVersion,0,0,0
com.thoughtworks.xstream.core.JVM.is14,0,0,0
com.thoughtworks.xstream.converters.basic.UUIDConverter.fromString,0,0,0
com.thoughtworks.xstream.io.xml.XomReader.getChild,0,0,0
com.thoughtworks.xstream.converters.extended.PathConverter.fromString,6,0,6
com.thoughtworks.xstream.core.util.XmlHeaderAwareReader.markSupported,0,0,0
com.thoughtworks.xstream.core.JVM.is18,0,0,0
com.thoughtworks.xstream.core.JVM.is17,0,0,0
com.thoughtworks.xstream.core.JVM.is16,0,0,0
com.thoughtworks.xstream.core.JVM.is15,0,0,0
com.thoughtworks.xstream.io.xml.XomReader.getAttributeName,0,0,0
com.thoughtworks.xstream.XStream.addImmutableTypeDynamically,1,1,2
com.thoughtworks.xstream.converters.collections.TreeMapConverter.unmarshalComparator,0,6,6
com.thoughtworks.xstream.converters.reflection.SunUnsafeReflectionProvider.init,0,0,0
com.thoughtworks.xstream.core.util.PresortedSet.first,2,0,2
com.thoughtworks.xstream.io.xml.StaxDriver$1.close,0,0,0
com.thoughtworks.xstream.core.util.CustomObjectOutputStream.<init>,0,0,0
com.thoughtworks.xstream.io.ReaderWrapper.getAttributeName,0,0,0
com.thoughtworks.xstream.XStream$3.writeFieldsToStream,0,0,0
com.thoughtworks.xstream.XStream.denyTypeHierarchy,0,0,0
com.thoughtworks.xstream.converters.extended.ThrowableConverter.unmarshal,0,0,0
com.thoughtworks.xstream.XStream$4.readFromStream,0,2,2
com.thoughtworks.xstream.converters.basic.BigIntegerConverter.canConvert,0,2,2
com.thoughtworks.xstream.io.naming.NoNameCoder.decodeAttribute,0,0,0
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter$3.add,0,2,2
com.thoughtworks.xstream.io.xml.Dom4JXmlWriter.close,0,0,0
com.thoughtworks.xstream.converters.extended.EncodedByteArrayConverter.<clinit>,0,0,0
com.thoughtworks.xstream.converters.enums.EnumToStringConverter.canConvert,1,3,4
com.thoughtworks.xstream.converters.extended.StackTraceElementConverter.<init>,0,0,0
com.thoughtworks.xstream.core.util.PresortedMap$1.getValue,0,0,0
com.thoughtworks.xstream.converters.javabean.BeanProvider.canInstantiate,1,3,4
com.thoughtworks.xstream.security.InterfaceTypePermission.hashCode,0,0,0
com.thoughtworks.xstream.core.util.ThreadSafeSimpleDateFormat.toString,0,0,0
com.thoughtworks.xstream.converters.javabean.JavaBeanConverter$2.add,0,2,2
com.thoughtworks.xstream.io.json.AbstractJsonWriter$Type.<clinit>,0,0,0
com.thoughtworks.xstream.converters.extended.ToStringConverter.toString,1,1,2
com.thoughtworks.xstream.core.util.CustomObjectOutputStream.writeBytes,0,0,0
com.thoughtworks.xstream.converters.extended.StackTraceElementFactory.setField,0,0,0
com.thoughtworks.xstream.io.xml.Xpp3Driver.createParser,0,0,0
com.thoughtworks.xstream.io.AbstractReader.encodeNode,0,0,0
com.thoughtworks.xstream.mapper.AbstractXmlFriendlyMapper.unescapeFieldName,0,6,6
com.thoughtworks.xstream.mapper.ImplicitCollectionMapper$NamedItemType.<init>,0,2,2
com.thoughtworks.xstream.io.xml.JDom2Driver.createBuilder,0,0,0
com.thoughtworks.xstream.core.util.WeakCache.hashCode,0,0,0
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter.instantiateNewInstance,1,5,6
com.thoughtworks.xstream.io.naming.NoNameCoder.<init>,0,0,0
com.thoughtworks.xstream.core.JVM.isSQLAvailable,0,0,0
com.thoughtworks.xstream.io.xml.PrettyPrintWriter.finishTag,0,4,4
com.thoughtworks.xstream.converters.basic.DateConverter.appendErrors,4,0,4
com.thoughtworks.xstream.converters.reflection.SortableFieldKeySorter$FieldComparator.<init>,0,0,0
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter.shouldUnmarshalField,1,3,4
com.thoughtworks.xstream.io.xml.AbstractXppDriver.createReader,0,0,0
com.thoughtworks.xstream.XStream.useAttributeFor,3,3,6
com.thoughtworks.xstream.converters.collections.AbstractCollectionConverter.writeBareItem,0,0,0
com.thoughtworks.xstream.converters.basic.FloatConverter.<init>,0,0,0
com.thoughtworks.xstream.io.xml.AbstractXmlWriter.escapeXmlName,0,0,0
com.thoughtworks.xstream.converters.extended.GregorianCalendarConverter.unmarshal,0,2,2
com.thoughtworks.xstream.core.util.PresortedSet.iterator,0,0,0
com.thoughtworks.xstream.core.util.Base64Encoder.computeResultingStringSize,0,4,4
com.thoughtworks.xstream.XStream.readResolve,0,0,0
com.thoughtworks.xstream.persistence.AbstractFilePersistenceStrategy$XmlMapEntriesIterator$1.equals,14,0,14
com.thoughtworks.xstream.converters.extended.LocaleConverter.<init>,0,0,0
com.thoughtworks.xstream.io.xml.AbstractPullReader.peekNextChild,3,0,3
com.thoughtworks.xstream.converters.enums.EnumSingleValueConverter.canConvert,1,3,4
com.thoughtworks.xstream.io.xml.StaxDriver.getQnameMap,0,0,0
com.thoughtworks.xstream.io.xml.PrettyPrintWriter.endOfLine,0,2,2
com.thoughtworks.xstream.mapper.OuterClassMapper.<init>,0,0,0
com.thoughtworks.xstream.converters.basic.BooleanConverter.toString,1,3,4
com.thoughtworks.xstream.converters.javabean.BeanProvider.<clinit>,0,0,0
com.thoughtworks.xstream.converters.collections.TreeMapConverter.marshalComparator,0,2,2
com.thoughtworks.xstream.converters.collections.PropertiesConverter.canConvert,0,2,2
com.thoughtworks.xstream.security.PrimitiveTypePermission.<init>,0,0,0
com.thoughtworks.xstream.io.xml.AbstractXmlDriver.<init>,0,0,0
com.thoughtworks.xstream.core.util.QuickWriter.<init>,0,0,0
com.thoughtworks.xstream.converters.reflection.SerializableConverter.hierarchyFor,1,3,4
com.thoughtworks.xstream.converters.reflection.CGLIBEnhancedConverter$CGLIBFilteringReflectionProvider.<init>,0,0,0
com.thoughtworks.xstream.core.util.FastStack.push,0,2,2
com.thoughtworks.xstream.converters.extended.DynamicProxyConverter.<init>,0,0,0
com.thoughtworks.xstream.converters.extended.ActivationDataFlavorConverter.marshal,2,4,6
com.thoughtworks.xstream.io.binary.BinaryStreamReader.readToken,0,4,4
com.thoughtworks.xstream.converters.reflection.MissingFieldException.getClassName,0,0,0
com.thoughtworks.xstream.io.xml.JDomReader.reassignCurrentElement,0,0,0
com.thoughtworks.xstream.converters.reflection.PureJavaReflectionProvider.validateFieldAccess,2,4,6
com.thoughtworks.xstream.converters.extended.LookAndFeelConverter.canConvert,2,4,6
com.thoughtworks.xstream.io.binary.BinaryStreamWriter.addAttribute,0,0,0
com.thoughtworks.xstream.mapper.XmlFriendlyMapper.mapNameFromXML,0,0,0
com.thoughtworks.xstream.XStream.buildMapperDynamically,0,0,0
com.thoughtworks.xstream.mapper.DefaultMapper.getItemTypeForItemFieldName,0,0,0
com.thoughtworks.xstream.mapper.ArrayMapper.boxedTypeName,0,2,2
com.thoughtworks.xstream.io.xml.AbstractDocumentReader.close,0,0,0
com.thoughtworks.xstream.io.xml.KXml2DomDriver.createParser,0,0,0
com.thoughtworks.xstream.io.xml.AbstractXppDriver.<init>,0,0,0
com.thoughtworks.xstream.converters.reflection.ExternalizableConverter$1.defaultWriteObject,0,0,0
com.thoughtworks.xstream.converters.enums.EnumToStringConverter.toString,0,2,2
com.thoughtworks.xstream.converters.extended.ISO8601DateConverter.fromString,0,0,0
com.thoughtworks.xstream.io.xml.JDomReader.getValue,0,0,0
com.thoughtworks.xstream.mapper.PackageAliasingMapper.<clinit>,0,0,0
com.thoughtworks.xstream.converters.extended.GregorianCalendarConverter.<init>,0,0,0
com.thoughtworks.xstream.mapper.PackageAliasingMapper.addPackageAlias,3,5,8
com.thoughtworks.xstream.converters.extended.FileConverter.fromString,0,0,0
com.thoughtworks.xstream.XStream.setupDefaultSecurity,5,7,12
com.thoughtworks.xstream.io.xml.TraxSource.<init>,0,0,0
com.thoughtworks.xstream.mapper.LocalConversionMapper.getConverterFromAttribute,0,2,2
com.thoughtworks.xstream.io.xml.PrettyPrintWriter.writeAttributeValue,0,0,0
com.thoughtworks.xstream.io.xml.XppDomWriter.setValue,0,0,0
com.thoughtworks.xstream.io.xml.XppDomWriter.addAttribute,0,0,0
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter.canAccess,0,0,0
com.thoughtworks.xstream.core.ReferenceByXPathMarshallingStrategy.createUnmarshallingContext,0,0,0
com.thoughtworks.xstream.io.naming.StaticNameCoder.decodeNode,2,0,2
com.thoughtworks.xstream.io.xml.XomReader.getAttribute,0,0,0
com.thoughtworks.xstream.security.NullPermission.<clinit>,0,0,0
com.thoughtworks.xstream.converters.SingleValueConverterWrapper.marshal,0,0,0
com.thoughtworks.xstream.mapper.ImmutableTypesMapper.isImmutableValueType,0,2,2
com.thoughtworks.xstream.core.DefaultConverterLookup.writeReplace,0,0,0
com.thoughtworks.xstream.io.json.AbstractJsonWriter.isArray,0,12,12
com.thoughtworks.xstream.converters.reflection.PureJavaReflectionProvider.visitSerializableFields,0,4,4
com.thoughtworks.xstream.core.JVM.canUseSunLimitedUnsafeReflectionProvider,0,0,0
com.thoughtworks.xstream.core.JVM.is19,2,0,2
com.thoughtworks.xstream.converters.javabean.JavaBeanConverter$2.<init>,0,0,0
com.thoughtworks.xstream.XStream$3.close,0,2,2
com.thoughtworks.xstream.converters.extended.StackTraceElementFactory15.create,0,0,0
com.thoughtworks.xstream.security.NoTypePermission.equals,2,2,4
com.thoughtworks.xstream.io.xml.StaxWriter.getXMLStreamWriter,0,0,0
com.thoughtworks.xstream.XStream.registerLocalConverter,1,1,2
com.thoughtworks.xstream.io.xml.XppDomWriter.getConfiguration,0,0,0
com.thoughtworks.xstream.io.xml.DomReader.getChild,0,0,0
com.thoughtworks.xstream.converters.collections.CollectionConverter.addCurrentElementToCollection,0,0,0
com.thoughtworks.xstream.converters.reflection.Sun14ReflectionProvider.readResolve,0,0,0
com.thoughtworks.xstream.io.xml.Dom4JDriver.<init>,0,0,0
com.thoughtworks.xstream.io.ReaderWrapper.close,0,0,0
com.thoughtworks.xstream.io.binary.ReaderDepthState$1.hasNext,0,0,0
com.thoughtworks.xstream.core.util.QuickWriter.flush,0,0,0
com.thoughtworks.xstream.converters.extended.DynamicProxyConverter.unmarshal,6,8,14
com.thoughtworks.xstream.core.util.WeakCache$2.<init>,0,0,0
com.thoughtworks.xstream.io.xml.AbstractPullReader.moveDown,1,3,4
com.thoughtworks.xstream.XStream$2.registerConverter,0,0,0
com.thoughtworks.xstream.mapper.ElementIgnoringMapper.omitField,0,0,0
com.thoughtworks.xstream.io.xml.xppdom.XppDom.getChild,0,0,0
com.thoughtworks.xstream.io.xml.xppdom.XppDom.getChildCount,1,1,2
com.thoughtworks.xstream.core.util.PrioritizedList$PrioritizedItem.equals,2,0,2
com.thoughtworks.xstream.core.TreeUnmarshaller.<init>,0,0,0
com.thoughtworks.xstream.core.util.CustomObjectInputStream.<init>,0,0,0
com.thoughtworks.xstream.core.util.WeakCache$4.<init>,0,0,0
com.thoughtworks.xstream.core.util.Cloneables.clone,0,8,8
com.thoughtworks.xstream.io.xml.SaxWriter.getDTDHandler,0,0,0
com.thoughtworks.xstream.io.xml.XppDomWriter.createNode,0,2,2
com.thoughtworks.xstream.io.path.PathTracker.pushElement,0,6,6
com.thoughtworks.xstream.converters.collections.AbstractCollectionConverter.readItem,0,0,0
com.thoughtworks.xstream.converters.extended.JavaFieldConverter.marshal,0,0,0
com.thoughtworks.xstream.security.AnyTypePermission.equals,1,3,4
com.thoughtworks.xstream.io.xml.AbstractDocumentWriter.getCurrent,0,0,0
com.thoughtworks.xstream.converters.collections.AbstractCollectionConverter.mapper,0,0,0
com.thoughtworks.xstream.mapper.ImplicitCollectionMapper.getImplicitCollectionDefForFieldName,0,2,2
