method,missed_stmt,covered_stmt,total_stmts
com.thoughtworks.xstream.XStream.denyTypes,1,1,2
com.thoughtworks.xstream.converters.extended.ThrowableConverter.<init>,2,1,3
com.thoughtworks.xstream.mapper.MapperWrapper.getConverterFromAttribute,2,1,3
com.thoughtworks.xstream.mapper.OuterClassMapper.flushCache,1,0,1
com.thoughtworks.xstream.mapper.ImplicitCollectionMapper.getMapper,2,9,11
com.thoughtworks.xstream.converters.reflection.SerializationMethodInvoker.callWriteObject,1,0,1
com.thoughtworks.xstream.converters.extended.ToStringConverter.canConvert,1,0,1
com.thoughtworks.xstream.converters.reflection.ExternalizableConverter.writeFieldsToStream,1,0,1
com.thoughtworks.xstream.persistence.XmlArrayList.remove,7,0,7
com.thoughtworks.xstream.io.xml.SaxWriter.addAttribute,4,0,4
com.thoughtworks.xstream.converters.SingleValueConverterWrapper.appendErrors,3,0,3
com.thoughtworks.xstream.io.json.JsonWriter.nextElement,2,0,2
com.thoughtworks.xstream.io.binary.Token.getType,0,1,1
com.thoughtworks.xstream.converters.reflection.PureJavaReflectionProvider.resolveClass,6,0,6
com.thoughtworks.xstream.core.util.PresortedSet.clear,1,0,1
com.thoughtworks.xstream.converters.collections.CollectionConverter.unmarshal,0,3,3
com.thoughtworks.xstream.converters.reflection.SerializableConverter.visitSerializableFields,1,0,1
com.thoughtworks.xstream.core.TreeUnmarshaller.addCompletionCallback,1,0,1
com.thoughtworks.xstream.core.util.CustomObjectOutputStream.reset,1,0,1
com.thoughtworks.xstream.security.CGLIBProxyTypePermission.hashCode,1,0,1
com.thoughtworks.xstream.converters.reflection.ExternalizableConverter.unmarshal,8,0,8
com.thoughtworks.xstream.converters.reflection.SerializableConverter.readFieldsFromStream,32,0,32
com.thoughtworks.xstream.converters.Converter.null,0,0,0
com.thoughtworks.xstream.io.xml.DomReader.getValue,9,0,9
com.thoughtworks.xstream.persistence.AbstractFilePersistenceStrategy.writeFile,7,0,7
com.thoughtworks.xstream.converters.reflection.ExternalizableConverter.readFieldsFromStream,1,0,1
com.thoughtworks.xstream.core.ClassLoaderReference.setReference,0,1,1
com.thoughtworks.xstream.io.xml.DomWriter.top,1,0,1
com.thoughtworks.xstream.core.util.PrioritizedList.hasNext,0,1,1
com.thoughtworks.xstream.io.xml.Dom4JReader.appendErrors,1,0,1
com.thoughtworks.xstream.converters.time.PeriodConverter.fromString,5,0,5
com.thoughtworks.xstream.io.xml.xppdom.XppDom.build,36,0,36
com.thoughtworks.xstream.converters.extended.ColorConverter.canConvert,0,1,1
com.thoughtworks.xstream.io.xml.XppDomReader.peekNextChild,3,0,3
com.thoughtworks.xstream.core.util.ClassLoaderReference.<init>,1,0,1
com.thoughtworks.xstream.converters.propertiesFor,1,0,1
com.thoughtworks.xstream.io.xml.XppDomReader.getAttributeName,1,0,1
com.thoughtworks.xstream.io.xml.XppDriver.createParser,0,1,1
com.thoughtworks.xstream.core.JVM.isSwingAvailable,0,1,1
com.thoughtworks.xstream.io.xml.Dom4JReader.getValue,1,0,1
com.thoughtworks.xstream.mapper.ArrayMapper.serializedClass,1,15,16
com.thoughtworks.xstream.io.xml.JDom2Driver.createWriter,2,0,2
com.thoughtworks.xstream.converters.extended.RegexPatternConverter.canConvert,0,1,1
com.thoughtworks.xstream.converters.basic.BooleanConverter.shouldConvert,1,0,1
com.thoughtworks.xstream.mapper.DefaultMapper.shouldSerializeMember,0,1,1
com.thoughtworks.xstream.core.util.ThreadSafePropertyEditor.setAsText,5,0,5
com.thoughtworks.xstream.io.xml.SjsxpDriver.createInputFactory,9,0,9
com.thoughtworks.xstream.annotations.AnnotationReflectionConverter.ensureCache,2,0,2
com.thoughtworks.xstream.io.json.AbstractJsonWriter.endNode,8,0,8
com.thoughtworks.xstream.converters.collections.TreeSetConverter.get,1,0,1
com.thoughtworks.xstream.io.path.PathTrackingReader.moveDown,0,2,2
com.thoughtworks.xstream.converters.extended.EncodedByteArrayConverter.unmarshalIndividualByteElements,14,0,14
com.thoughtworks.xstream.converters.extended.SqlDateConverter.fromString,1,0,1
com.thoughtworks.xstream.io.xml.Dom4JDriver.getDocumentFactory,1,0,1
com.thoughtworks.xstream.core.BaseException.<init>,1,1,2
com.thoughtworks.xstream.converters.basic.StringBuilderConverter.fromString,1,0,1
com.thoughtworks.xstream.io.xml.BEAStaxDriver.createInputFactory,3,0,3
com.thoughtworks.xstream.mapper.MapperWrapper.getFieldNameForItemTypeAndName,1,0,1
com.thoughtworks.xstream.io.xml.StaxDriver.createStaxReader,1,0,1
com.thoughtworks.xstream.core.AbstractReferenceMarshaller.Id,0,2,2
com.thoughtworks.xstream.core.ReferenceByXPathMarshallingStrategy.createMarshallingContext,0,1,1
com.thoughtworks.xstream.io.json.JsonHierarchicalStreamWriter.<init>,5,0,5
com.thoughtworks.xstream.mapper.AttributeMapper.getLocalConverterFromItemType,0,4,4
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter.doMarshal,0,4,4
com.thoughtworks.xstream.core.util.XmlHeaderAwareReader.skip,1,0,1
com.thoughtworks.xstream.converters.collections.PropertiesConverter.marshal,0,14,14
com.thoughtworks.xstream.core.util.OrderRetainingMap.clear,3,0,3
com.thoughtworks.xstream.io.xml.XomDriver.getBuilder,1,0,1
com.thoughtworks.xstream.converters.reflection.FieldKey.equals,3,7,10
com.thoughtworks.xstream.XStream.setupDefaultImplementations,1,6,7
com.thoughtworks.xstream.core.util.CompositeClassLoader.cleanup,1,2,3
com.thoughtworks.xstream.core.util.ClassLoaderReference.setReference,1,0,1
com.thoughtworks.xstream.io.xml.AbstractPullReader.hasMoreChildren,0,11,11
com.thoughtworks.xstream.io.xml.AbstractPullReader.move,0,9,9
com.thoughtworks.xstream.io.xml.XppDomDriver.createParser,1,0,1
com.thoughtworks.xstream.converters.extended.DurationConverter.fromString,1,0,1
com.thoughtworks.xstream.io.xml.StaxWriter.startNode,27,0,27
com.thoughtworks.xstream.converters.newInstance,11,0,11
com.thoughtworks.xstream.converters.time.LocalTimeConverter.canConvert,1,0,1
com.thoughtworks.xstream.converters.reflection.ReflectionProviderWrapper.getFieldOrNull,1,0,1
com.thoughtworks.xstream.converters.extended.NamedArrayConverter.canConvert,1,0,1
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter.flushCache,1,0,1
com.thoughtworks.xstream.io.path.PathTrackingReader.<init>,0,3,3
com.thoughtworks.xstream.converters.extended.SubjectConverter.marshalPrincipals,5,0,5
com.thoughtworks.xstream.converters.extended.FileConverter.canConvert,0,1,1
com.thoughtworks.xstream.converters.reflection.FieldKey.toString,1,0,1
com.thoughtworks.xstream.mapper.FieldAliasingMapper.realMember,1,3,4
com.thoughtworks.xstream.core.JVM.isAndroid,0,1,1
com.thoughtworks.xstream.io.xml.CompactWriter.<init>,6,0,6
com.thoughtworks.xstream.core.util.FastStack.pop,0,3,3
com.thoughtworks.xstream.core.util.SelfStreamingInstanceChecker.canConvert,0,1,1
com.thoughtworks.xstream.converters.extended.UseAttributeForEnumMapper.getConverterFromAttribute,1,0,1
com.thoughtworks.xstream.io.AttributeNameIterator.remove,1,0,1
com.thoughtworks.xstream.core.util.PresortedMap.getValue,0,1,1
com.thoughtworks.xstream.io.binary.BinaryStreamWriter.startNode,0,2,2
com.thoughtworks.xstream.io.xml.SaxWriter.startNode,9,0,9
com.thoughtworks.xstream.io.xml.SaxWriter.endDocument,3,0,3
com.thoughtworks.xstream.io.binary.BinaryStreamDriver.createReader,2,0,2
com.thoughtworks.xstream.io.xml.XppDomReader.getAttribute,2,0,2
com.thoughtworks.xstream.security.TypeHierarchyPermission.allows,1,2,3
com.thoughtworks.xstream.converters.collections.TreeMapConverter.unmarshal,6,0,6
com.thoughtworks.xstream.core.util.CustomObjectInputStream.get,10,0,10
com.thoughtworks.xstream.converters.time.OffsetDateTimeConverter.<clinit>, line 33,1,0,1
com.thoughtworks.xstream.core.util.CompositeClassLoader.<init>,0,2,2
com.thoughtworks.xstream.mapper.AnnotationMapper.processFieldAliasAnnotation,3,2,5
com.thoughtworks.xstream.converters.time.MinguoDateConverter.fromString,1,0,1
com.thoughtworks.xstream.converters.basic.StringConverter.<init>,0,5,5
com.thoughtworks.xstream.core.util.ISO8601JodaTimeConverter.toString,2,0,2
com.thoughtworks.xstream.converters.basic.StringBufferConverter.fromString,1,0,1
com.thoughtworks.xstream.annotations.XStreamOmitField.null,0,0,0
com.thoughtworks.xstream.io.xml.XppReader.pullElementName,0,1,1
com.thoughtworks.xstream.converters.enums.EnumMapConverter.canConvert,0,1,1
com.thoughtworks.xstream.converters.enums.EnumToStringConverter.extractStringMap,1,6,7
com.thoughtworks.xstream.io.xml.StaxReader.appendErrors,1,0,1
com.thoughtworks.xstream.converters.collections.TreeMapConverter.marshal,3,0,3
com.thoughtworks.xstream.mapper.AnnotationMapper.getClass,6,0,6
com.thoughtworks.xstream.mapper.AttributeMapper.<init>,1,3,4
com.thoughtworks.xstream.mapper.FieldAliasingMapper.getMember,0,4,4
com.thoughtworks.xstream.core.JVM.main,43,0,43
com.thoughtworks.xstream.io.xml.Dom4JXmlWriter.startElement,4,0,4
com.thoughtworks.xstream.mapper.AnnotationMapper.getLocalConverter,0,3,3
com.thoughtworks.xstream.io.xml.JDomReader.<init>,6,0,6
com.thoughtworks.xstream.mapper.AnnotationMapper.processAliasAnnotation,7,2,9
com.thoughtworks.xstream.mapper.EnumMapper.<init>,2,2,4
com.thoughtworks.xstream.core.ReferenceByXPathMarshaller.fireValidReference,0,0,0
com.thoughtworks.xstream.core.ReferenceByIdUnmarshaller.getCurrentReferenceKey,2,0,2
com.thoughtworks.xstream.io.xml.CompactWriter.endOfLine,0,0,0
com.thoughtworks.xstream.core.util.SerializationMembers.<init>, line 57,0,4,4
com.thoughtworks.xstream.converters.basic.BooleanConverter.fromString,3,0,3
com.thoughtworks.xstream.converters.extended.DynamicProxyConverter.addInterfacesToXml,6,0,6
com.thoughtworks.xstream.io.naming.StaticNameCoder.<init>,5,0,5
com.thoughtworks.xstream.converters.extended.TextAttributeConverter.<init>,0,1,1
com.thoughtworks.xstream.converters.basic.DateConverter.canConvert,0,1,1
com.thoughtworks.xstream.io.xml.StaxDriver.getInputFactory,3,0,3
com.thoughtworks.xstream.converters.reflection.FieldDictionary.fieldOrNull,0,3,3
com.thoughtworks.xstream.io.xml.JDomWriter.createNode,5,0,5
com.thoughtworks.xstream.converters.time.ZonedDateTimeConverter.fromString,5,0,5
com.thoughtworks.xstream.converters.reflection.PureJavaReflectionProvider.init,0,1,1
com.thoughtworks.xstream.converters.extended.ColorConverter.write,3,0,3
com.thoughtworks.xstream.mapper.AnnotationMapper.addParametrizedTypes,0,2,2
com.thoughtworks.xstream.converters.extended.LookAndFeelConverter.<init>,0,1,1
com.thoughtworks.xstream.mapper.MapperWrapper.getLocalConverter,0,1,1
com.thoughtworks.xstream.converters.extended.JavaClassConverter.canConvert,0,1,1
com.thoughtworks.xstream.io.xml.StaxDriver.setQnameMap,1,0,1
com.thoughtworks.xstream.core.util.PresortedMap.put,0,1,1
com.thoughtworks.xstream.core.util.CustomObjectOutputStream.asMap,1,0,1
com.thoughtworks.xstream.XStream.allowTypesByWildcard,0,1,1
com.thoughtworks.xstream.core.AbstractReferenceMarshaller.convertAnother,0,2,2
com.thoughtworks.xstream.core.util.PresortedSet.subSet,1,0,1
com.thoughtworks.xstream.io.xml.AbstractXmlWriter.<init>,2,1,3
com.thoughtworks.xstream.mapper.EnumMapper.getConverterFromAttribute,0,2,2
com.thoughtworks.xstream.converters.reflection.AbstractAttributedCharacterIteratorAttributeConverter.getName,13,0,13
com.thoughtworks.xstream.converters.reflection.ReflectionProviderWrapper.visitSerializableFields,1,0,1
com.thoughtworks.xstream.mapper.DefaultMapper.isReferenceable,0,1,1
com.thoughtworks.xstream.converters.reflection.PureJavaReflectionProvider.getField,0,1,1
com.thoughtworks.xstream.mapper.MapperWrapper.realMember,0,1,1
com.thoughtworks.xstream.io.json.JsonWriter.getNewLine,1,0,1
com.thoughtworks.xstream.io.AbstractWriter.startNode,1,0,1
com.thoughtworks.xstream.core.util.DependencyInjectionFactory.newInstance,4,8,12
com.thoughtworks.xstream.io.xml.AbstractPullReader.getAttributeNames,0,1,1
com.thoughtworks.xstream.security.InterfaceTypePermission.allows,0,1,1
com.thoughtworks.xstream.core.util.ClassLoaderReference.readResolve,1,0,1
com.thoughtworks.xstream.io.xml.XppReader.close,3,0,3
com.thoughtworks.xstream.converters.ErrorReporter.null,0,0,0
com.thoughtworks.xstream.converters.collections.TreeSetConverter.putCurrentEntryIntoMap,2,1,3
com.thoughtworks.xstream.converters.basic.BigIntegerConverter.fromString,1,0,1
com.thoughtworks.xstream.mapper.AttributeAliasingMapper.attributeForAlias,0,2,2
com.thoughtworks.xstream.io.AbstractReader.decodeAttribute,0,1,1
com.thoughtworks.xstream.security.PrimitiveTypePermission.equals,0,1,1
com.thoughtworks.xstream.core.JVM.canParseUTCDateFormat,0,1,1
com.thoughtworks.xstream.converters.basic.CharConverter.marshal,1,0,1
com.thoughtworks.xstream.converters.reflection.SerializableConverter.doUnmarshalConditionally,1,0,1
com.thoughtworks.xstream.converters.extended.JavaClassConverter.<init>,1,2,3
com.thoughtworks.xstream.io.path.Path.relativeTo,10,0,10
com.thoughtworks.xstream.core.ClassLoaderReference.<init>,0,1,1
com.thoughtworks.xstream.core.util.PresortedSet.containsAll,1,0,1
com.thoughtworks.xstream.converters.extended.PathConverter.canConvert,0,1,1
com.thoughtworks.xstream.converters.reflection.MissingFieldException.<init>,4,0,4
com.thoughtworks.xstream.io.xml.StaxReader.getAttributeCount,1,0,1
com.thoughtworks.xstream.core.util.Primitives.representingChar,0,2,2
com.thoughtworks.xstream.io.xml.StaxDriver.<init>,7,0,7
com.thoughtworks.xstream.converters.time.MinguoDateConverter.chronoLocalDateOf,1,0,1
com.thoughtworks.xstream.io.xml.AbstractDocumentWriter.close,0,0,0
com.thoughtworks.xstream.persistence.XmlSet.add,4,0,4
com.thoughtworks.xstream.io.xml.Dom4JReader.reassignCurrentElement,1,0,1
com.thoughtworks.xstream.io.xml.Xpp3Driver.<init>,2,0,2
com.thoughtworks.xstream.core.util.PresortedSet.toArray,2,0,2
com.thoughtworks.xstream.io.xml.JDomReader.getChild,1,0,1
com.thoughtworks.xstream.io.xml.Dom4JReader.getNodeName,1,0,1
com.thoughtworks.xstream.io.naming.NoNameCoder.decodeNode,1,0,1
com.thoughtworks.xstream.XStream.getMapper,1,0,1
com.thoughtworks.xstream.io.xml.JDomDriver.createBuilder,3,0,3
com.thoughtworks.xstream.io.xml.QNameMap.getQName,5,0,5
com.thoughtworks.xstream.converters.time.ThaiBuddhistDateConverter.chronoLocalDateOf,1,0,1
com.thoughtworks.xstream.io.xml.BEAStaxDriver.<init>,6,0,6
com.thoughtworks.xstream.io.xml.DomReader.getChildCount,1,0,1
com.thoughtworks.xstream.converters.reflection.CGLIBEnhancedConverter.hierarchyFor,3,0,3
com.thoughtworks.xstream.converters.reflection.ExternalizableConverter.readFromStream,5,0,5
com.thoughtworks.xstream.core.util.CustomObjectInputStream.readDouble,1,0,1
com.thoughtworks.xstream.persistence.AbstractFilePersistenceStrategy.getValue,1,0,1
com.thoughtworks.xstream.converters.enums.EnumSetConverter.unmarshal,1,10,11
com.thoughtworks.xstream.converters.reflection.SunUnsafeReflectionProvider.<init>,1,1,2
com.thoughtworks.xstream.io.xml.Xpp3DomDriver.createParser,1,0,1
com.thoughtworks.xstream.io.xml.XmlFriendlyReplacer.escapeName,1,0,1
com.thoughtworks.xstream.XStream.setupAliases,37,73,110
com.thoughtworks.xstream.security.InterfaceTypePermission.equals,0,1,1
com.thoughtworks.xstream.core.JVM.canParseISO8601TimeZoneInDateFormat,0,1,1
com.thoughtworks.xstream.converters.extended.SubjectConverter.unmarshalPrincipals,1,0,1
com.thoughtworks.xstream.io.ExtendedHierarchicalStreamReader.null,0,0,0
com.thoughtworks.xstream.io.xml.QNameMap.setDefaultNamespace,1,0,1
com.thoughtworks.xstream.security.AnyTypePermission.hashCode,1,0,1
com.thoughtworks.xstream.converters.reflection.PureJavaReflectionProvider.fieldModifiersSupported,0,2,2
com.thoughtworks.xstream.converters.basic.CharConverter.fromString,3,0,3
com.thoughtworks.xstream.mapper.ElementIgnoringMapper.<init>,0,1,1
com.thoughtworks.xstream.io.ReaderWrapper.getAttributeNames,0,1,1
com.thoughtworks.xstream.mapper.DynamicProxyMapper.serializedClass,1,2,3
com.thoughtworks.xstream.core.util.CustomObjectOutputStream.writeChar,1,0,1
com.thoughtworks.xstream.io.xml.SaxWriter.getProperty,3,0,3
com.thoughtworks.xstream.mapper.MapperWrapper.isReferenceable,0,1,1
com.thoughtworks.xstream.core.util.SerializationMembers.getMethod,3,11,14
com.thoughtworks.xstream.security.CGLIBProxyTypePermission.allows,1,0,1
com.thoughtworks.xstream.converters.time.ThaiBuddhistDateConverter.fromString,1,0,1
com.thoughtworks.xstream.converters.getName,1,0,1
com.thoughtworks.xstream.io.xml.JDom2Writer.addAttribute,1,0,1
com.thoughtworks.xstream.io.xml.WstxDriver.createInputFactory,3,0,3
com.thoughtworks.xstream.io.binary.BinaryStreamReader.pushBack,1,2,3
com.thoughtworks.xstream.converters.reflection.CGLIBEnhancedConverter.createCallbackIndexMap,56,0,56
com.thoughtworks.xstream.io.xml.xppdom.XppDomComparator.<init>,2,0,2
com.thoughtworks.xstream.core.TreeMarshaller.<init>,0,3,3
com.thoughtworks.xstream.io.binary.ReaderDepthState.remove,1,0,1
com.thoughtworks.xstream.io.binary.Token.read,0,6,6
com.thoughtworks.xstream.security.PrimitiveTypePermission.allows,0,1,1
com.thoughtworks.xstream.io.naming.StaticNameCoder.encodeNode,2,0,2
com.thoughtworks.xstream.io.binary.BinaryStreamReader.getAttributeName,1,0,1
com.thoughtworks.xstream.io.xml.QNameMap.setDefaultPrefix,1,0,1
com.thoughtworks.xstream.converters.DataHolder.null,0,0,0
com.thoughtworks.xstream.converters.reflection.SerializationMethodInvoker.callReadObject,1,0,1
com.thoughtworks.xstream.mapper.AttributeAliasingMapper.<init>,0,1,1
com.thoughtworks.xstream.io.StatefulWriter.readResolve,2,0,2
com.thoughtworks.xstream.core.util.CustomObjectOutputStream.putFields,3,0,3
com.thoughtworks.xstream.core.util.ISO8601JavaTimeConverter.fromString,85,0,85
com.thoughtworks.xstream.converters.extended.EncodedByteArrayConverter.unmarshal,1,3,4
com.thoughtworks.xstream.io.xml.AbstractPullReader.reset,0,3,3
com.thoughtworks.xstream.converters.determineType,5,0,5
com.thoughtworks.xstream.io.json.JsonWriter.writeText,31,0,31
com.thoughtworks.xstream.core.util.SerializationMembers.callWriteReplace,12,5,17
com.thoughtworks.xstream.converters.reflection.ReflectionProvider.null,0,0,0
com.thoughtworks.xstream.io.json.JsonWriter.Format,6,0,6
com.thoughtworks.xstream.core.ReferenceByXPathUnmarshaller.getCurrentReferenceKey,0,1,1
com.thoughtworks.xstream.io.WriterWrapper.flush,1,0,1
com.thoughtworks.xstream.core.util.PresortedMap.putAll,2,0,2
com.thoughtworks.xstream.io.binary.BinaryStreamReader.moveUp,8,17,25
com.thoughtworks.xstream.annotations.Annotations.configureAliases,1,0,1
com.thoughtworks.xstream.io.xml.xppdom.XppDom.addChild,3,0,3
com.thoughtworks.xstream.converters.time.ZoneIdConverter.toString,4,0,4
com.thoughtworks.xstream.io.xml.Dom4JXmlWriter.<init>,9,0,9
com.thoughtworks.xstream.converters.extended.ThrowableConverter.getConverter,1,0,1
com.thoughtworks.xstream.mapper.SecurityMapper.addPermission,0,3,3
com.thoughtworks.xstream.annotations.AnnotationReflectionConverter.newInstance,11,0,11
com.thoughtworks.xstream.io.xml.StaxReader.getAttribute,2,0,2
com.thoughtworks.xstream.io.path.PathTracker.resizeStacks,8,0,8
com.thoughtworks.xstream.converters.time.OffsetDateTimeConverter.fromString,5,0,5
com.thoughtworks.xstream.converters.reflection.FieldKey.<init>,1,10,11
com.thoughtworks.xstream.persistence.AbstractFilePersistenceStrategy.size,1,0,1
com.thoughtworks.xstream.converters.writeField,8,0,8
com.thoughtworks.xstream.io.xml.PrettyPrintWriter.flush,0,1,1
com.thoughtworks.xstream.persistence.FilePersistenceStrategy.getName,10,0,10
com.thoughtworks.xstream.core.util.CustomObjectOutputStream.writeUnshared,1,0,1
com.thoughtworks.xstream.io.xml.JDom2Reader.getChild,1,0,1
com.thoughtworks.xstream.core.util.ObjectIdDictionary.containsId,2,0,2
com.thoughtworks.xstream.converters.reflection.CGLIBEnhancedConverter.invoke,2,0,2
com.thoughtworks.xstream.mapper.FieldAliasingMapper.key,0,1,1
com.thoughtworks.xstream.io.xml.XmlFriendlyNameCoder.<clinit>, line 55,0,352,352
com.thoughtworks.xstream.converters.time.LocalDateTimeConverter.fromString,5,0,5
com.thoughtworks.xstream.converters.writeProperty,10,0,10
com.thoughtworks.xstream.io.xml.Dom4JReader.getParent,1,0,1
com.thoughtworks.xstream.core.util.XmlHeaderAwareReader.equals,1,0,1
com.thoughtworks.xstream.annotations.XStreamImplicitCollection.null,0,0,0
com.thoughtworks.xstream.converters.reflection.PureJavaReflectionProvider.writeField,3,0,3
com.thoughtworks.xstream.mapper.ImmutableTypesMapper.<init>,0,1,1
com.thoughtworks.xstream.io.xml.PrettyPrintWriter.endNode,0,13,13
com.thoughtworks.xstream.XStream.createObjectOutputStream,9,0,9
com.thoughtworks.xstream.XStream.writeFieldsToStream,1,0,1
com.thoughtworks.xstream.converters.extended.SubjectConverter.marshal,5,0,5
com.thoughtworks.xstream.mapper.ClassAliasingMapper.readResolve,8,0,8
com.thoughtworks.xstream.core.util.CustomObjectOutputStream.writeInt,1,0,1
com.thoughtworks.xstream.core.util.ISO8601JodaTimeConverter.canConvert,1,0,1
com.thoughtworks.xstream.mapper.ImplicitCollectionMapper.<init>,0,2,2
com.thoughtworks.xstream.mapper.FieldAliasingMapper.addFieldAlias,2,0,2
com.thoughtworks.xstream.io.StatefulWriter.endNode,6,0,6
com.thoughtworks.xstream.converters.reflection.XStream12FieldKeySorter.sort,1,0,1
com.thoughtworks.xstream.converters.time.YearMonthConverter.fromString,5,0,5
com.thoughtworks.xstream.converters.SingleValueConverterWrapper.fromString,0,1,1
com.thoughtworks.xstream.persistence.AbstractFilePersistenceStrategy.remove,9,0,9
com.thoughtworks.xstream.io.xml.Dom4JXmlWriter.setValue,7,0,7
com.thoughtworks.xstream.converters.basic.CharConverter.canConvert,0,1,1
com.thoughtworks.xstream.persistence.XmlSet.iterator,1,0,1
com.thoughtworks.xstream.converters.time.MinguoDateConverter.eraOf,1,0,1
com.thoughtworks.xstream.converters.time.ZoneIdConverter.fromString,7,0,7
com.thoughtworks.xstream.core.util.WeakCache.containsValue,1,0,1
com.thoughtworks.xstream.core.util.SerializationMembers.supportsReadObject,1,0,1
com.thoughtworks.xstream.io.xml.XppDriver.<init>,2,1,3
com.thoughtworks.xstream.mapper.DefaultImplementationsMapper.addDefaultImplementation,1,3,4
com.thoughtworks.xstream.mapper.ElementIgnoringMapper.isIgnoredElement,6,0,6
com.thoughtworks.xstream.io.xml.DomWriter.<init>,10,0,10
com.thoughtworks.xstream.core.util.CustomObjectOutputStream.writeByte,1,0,1
com.thoughtworks.xstream.mapper.CachingMapper.readResolve,0,2,2
com.thoughtworks.xstream.core.util.CustomObjectInputStream.readLong,1,0,1
com.thoughtworks.xstream.converters.collections.PropertiesConverter.<init>,0,2,2
com.thoughtworks.xstream.converters.ConverterLookup.null,0,0,0
com.thoughtworks.xstream.io.xml.AbstractPullReader.moveUp,0,3,3
com.thoughtworks.xstream.io.xml.xppdom.XppDom.getAttributeNames,3,0,3
com.thoughtworks.xstream.io.binary.ReaderDepthState.push,0,3,3
com.thoughtworks.xstream.io.ReaderWrapper.moveDown,0,1,1
com.thoughtworks.xstream.core.util.HierarchicalStreams.readClassType,1,5,6
com.thoughtworks.xstream.core.util.SerializationMembers.flushCache,2,0,2
com.thoughtworks.xstream.core.util.CustomObjectOutputStream.writeFloat,1,0,1
com.thoughtworks.xstream.converters.extended.NamedMapConverter.populateMap,36,0,36
com.thoughtworks.xstream.core.util.PresortedSet.hashCode,1,0,1
com.thoughtworks.xstream.converters.MarshallingContext.null,0,0,0
com.thoughtworks.xstream.io.StatefulWriter.flush,2,0,2
com.thoughtworks.xstream.core.TreeUnmarshaller.getRequiredType,0,1,1
com.thoughtworks.xstream.persistence.AbstractFilePersistenceStrategy.setValue,1,0,1
com.thoughtworks.xstream.converters.collections.TreeMapConverter.populateTreeMap,19,0,19
com.thoughtworks.xstream.io.xml.AbstractDocumentWriter.endNode,4,0,4
com.thoughtworks.xstream.XStream.lookupConverterForType,0,1,1
com.thoughtworks.xstream.io.xml.AbstractPullReader.<init>,1,1,2
com.thoughtworks.xstream.mapper.ImplicitCollectionMapper.getItemTypeForItemFieldName,9,0,9
com.thoughtworks.xstream.io.xml.AbstractDocumentReader.getAttributeNames,1,0,1
com.thoughtworks.xstream.XStream.aliasAttribute,5,0,5
com.thoughtworks.xstream.converters.reflection.SortableFieldKeySorter.sort,8,0,8
com.thoughtworks.xstream.io.json.JettisonMappedXmlDriver.createReader,24,0,24
com.thoughtworks.xstream.io.StatefulWriter.setValue,5,0,5
com.thoughtworks.xstream.io.xml.JDom2Reader.getAttributeCount,1,0,1
com.thoughtworks.xstream.converters.reflection.CGLIBEnhancedConverter.visitSerializableFields,1,0,1
com.thoughtworks.xstream.io.xml.XomReader.<init>,6,0,6
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter.DuplicateFieldException,2,0,2
com.thoughtworks.xstream.core.util.WeakCache.equals,1,0,1
com.thoughtworks.xstream.converters.enums.EnumSetConverter.canConvert,0,1,1
com.thoughtworks.xstream.security.AnyTypePermission.allows,1,0,1
com.thoughtworks.xstream.io.xml.JDomReader.getParent,1,0,1
com.thoughtworks.xstream.persistence.XmlArrayList.set,4,0,4
com.thoughtworks.xstream.io.json.JsonWriter.<init>,13,0,13
com.thoughtworks.xstream.io.xml.xppdom.XppDom.getParent,1,0,1
com.thoughtworks.xstream.core.TreeMarshaller.convert,8,0,8
com.thoughtworks.xstream.io.WriterWrapper.underlyingWriter,1,0,1
com.thoughtworks.xstream.io.xml.XStream11XmlFriendlyReplacer.decodeAttribute,1,0,1
com.thoughtworks.xstream.io.xml.XomReader.getChildCount,1,0,1
com.thoughtworks.xstream.io.xml.StaxDriver.setRepairingNamespace,1,0,1
com.thoughtworks.xstream.persistence.FileStreamStrategy.unescape,18,0,18
com.thoughtworks.xstream.persistence.XmlSet.<init>,1,0,1
com.thoughtworks.xstream.io.HierarchicalStreamWriter.null,0,0,0
com.thoughtworks.xstream.converters.SingleValueConverterWrapper.unmarshal,0,1,1
com.thoughtworks.xstream.converters.extended.CharsetConverter.canConvert,0,1,1
com.thoughtworks.xstream.converters.time.JapaneseDateConverter.eraOf,1,0,1
com.thoughtworks.xstream.converters.reflection.FieldDictionary.field,1,3,4
com.thoughtworks.xstream.core.util.Pool.putInPool,0,3,3
com.thoughtworks.xstream.converters.reflection.FieldDictionary.buildMap,1,19,20
com.thoughtworks.xstream.core.util.Primitives.isBoxed,0,1,1
com.thoughtworks.xstream.io.AbstractReader.peekNextChild,1,0,1
com.thoughtworks.xstream.io.xml.AbstractDocumentReader.getCurrent,1,0,1
com.thoughtworks.xstream.converters.reflection.PureJavaReflectionProvider.instantiateUsingSerialization,20,0,20
com.thoughtworks.xstream.io.xml.StandardStaxDriver.<init>,6,0,6
com.thoughtworks.xstream.io.xml.XmlFriendlyReader.null,0,0,0
com.thoughtworks.xstream.core.util.PresortedMap.ArraySetComparator,1,0,1
com.thoughtworks.xstream.converters.add,18,0,18
