method,missed_stmt,covered_stmt,total_stmts
com.thoughtworks.xstream.converters.reflection.ExternalizableConverter.<init>,2,3,5
com.thoughtworks.xstream.io.xml.JDom2Reader.getAttribute,2,0,2
com.thoughtworks.xstream.converters.basic.AbstractSingleValueConverter.toString,0,1,1
com.thoughtworks.xstream.io.xml.StaxWriter.<init>,11,0,11
com.thoughtworks.xstream.io.WriterWrapper.close,1,0,1
com.thoughtworks.xstream.io.xml.TraxSource.setXMLReader,1,0,1
com.thoughtworks.xstream.io.xml.Dom4JWriter.setValue,1,0,1
com.thoughtworks.xstream.io.json.JsonWriter.startObject,4,0,4
com.thoughtworks.xstream.core.util.CompositeClassLoader.loadClass,0,1,1
com.thoughtworks.xstream.io.xml.JDom2Reader.<init>,4,0,4
com.thoughtworks.xstream.converters.reflection.CGLIBEnhancedConverter.ReverseEngineeredCallbackFilter,1,0,1
com.thoughtworks.xstream.core.ReferenceByXPathMarshallingStrategy.<init>,0,1,1
com.thoughtworks.xstream.io.xml.JDomDriver.createWriter,2,0,2
com.thoughtworks.xstream.XStream.newDataHolder,1,0,1
com.thoughtworks.xstream.core.util.PresortedMap.clear,1,0,1
com.thoughtworks.xstream.io.xml.PrettyPrintWriter.startNode,0,11,11
com.thoughtworks.xstream.io.path.PathTracker.getPath,0,8,8
com.thoughtworks.xstream.converters.reflection.CGLIBEnhancedConverter.createReverseEngineeredCallbackOfProperType,14,0,14
com.thoughtworks.xstream.io.xml.QNameMap.getDefaultPrefix,1,0,1
com.thoughtworks.xstream.io.path.Path.toString,7,0,7
com.thoughtworks.xstream.io.xml.Dom4JWriter.addAttribute,1,0,1
com.thoughtworks.xstream.io.xml.xppdom.XppDomComparator.compareInternal,57,0,57
com.thoughtworks.xstream.io.AbstractReader.<init>,1,1,2
com.thoughtworks.xstream.io.path.Path.equals,7,0,7
com.thoughtworks.xstream.io.xml.DomWriter.createNode,8,0,8
com.thoughtworks.xstream.persistence.FilePersistenceStrategy.escape,8,0,8
com.thoughtworks.xstream.converters.reflection.ExternalizableConverter.marshal,11,0,11
com.thoughtworks.xstream.io.xml.AbstractDocumentWriter.startNode,2,0,2
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter.readResolve,3,0,3
com.thoughtworks.xstream.mapper.ImplicitCollectionMapper.isEquals,3,0,3
com.thoughtworks.xstream.XStream.getConverterLookup,1,0,1
com.thoughtworks.xstream.XStream.readFieldsFromStream,1,0,1
com.thoughtworks.xstream.converters.basic.IntConverter.fromString,4,0,4
com.thoughtworks.xstream.converters.enums.EnumToStringConverter.checkType,1,1,2
com.thoughtworks.xstream.core.util.CustomObjectInputStream.skipBytes,1,0,1
com.thoughtworks.xstream.io.path.PathTracker.popElement,0,4,4
com.thoughtworks.xstream.converters.extended.SqlTimestampConverter.<init>,0,2,2
com.thoughtworks.xstream.core.ReferenceByIdMarshaller.<init>,3,0,3
com.thoughtworks.xstream.mapper.EnumMapper.isReferenceable,0,3,3
com.thoughtworks.xstream.io.xml.JDomWriter.setValue,1,0,1
com.thoughtworks.xstream.mapper.MapperWrapper.isIgnoredElement,1,0,1
com.thoughtworks.xstream.io.xml.AbstractDocumentReader.appendErrors,0,0,0
com.thoughtworks.xstream.io.xml.XmlFriendlyNameCoder.encodeNode,0,1,1
com.thoughtworks.xstream.io.xml.XmlFriendlyNameCoder.encodeAttribute,0,1,1
com.thoughtworks.xstream.core.util.Base64Encoder.<clinit>, line 65,2,0,2
com.thoughtworks.xstream.converters.reflection.SunLimitedUnsafeReflectionProvider.<init>,1,1,2
com.thoughtworks.xstream.io.xml.Dom4JWriter.createNode,5,0,5
com.thoughtworks.xstream.core.util.CustomObjectInputStream.readBoolean,1,0,1
com.thoughtworks.xstream.core.util.SerializationMembers.getSerializablePersistentFields,23,0,23
com.thoughtworks.xstream.core.util.XmlHeaderAwareReader.toString,1,0,1
com.thoughtworks.xstream.core.util.ThreadSafeSimpleDateFormat.format,0,4,4
com.thoughtworks.xstream.io.xml.BEAStaxDriver.createOutputFactory,1,0,1
com.thoughtworks.xstream.io.xml.AbstractXppDriver.createWriter,1,1,2
com.thoughtworks.xstream.mapper.PackageAliasingMapper.realClass,2,9,11
com.thoughtworks.xstream.io.path.PathTracker.<init>,0,4,4
com.thoughtworks.xstream.mapper.ClassAliasingMapper.itemTypeAsAttribute,1,0,1
com.thoughtworks.xstream.converters.reflection.NativeFieldKeySorter.sort,1,0,1
com.thoughtworks.xstream.converters.reflection.SerializableConverter.doMarshal,6,0,6
com.thoughtworks.xstream.mapper.DefaultMapper.defaultImplementationOf,0,1,1
com.thoughtworks.xstream.persistence.XmlMap.<init>,1,0,1
com.thoughtworks.xstream.io.xml.XppReader.appendErrors,1,0,1
com.thoughtworks.xstream.XStream.denyTypesByWildcard,1,0,1
com.thoughtworks.xstream.converters.reflection.FieldDictionary.flushCache,3,0,3
com.thoughtworks.xstream.core.util.FastStack.replaceSilently,1,0,1
com.thoughtworks.xstream.io.xml.DomReader.getNodeName,1,0,1
com.thoughtworks.xstream.io.json.AbstractJsonWriter.handleStateTransition,224,0,224
com.thoughtworks.xstream.converters.reflection.SerializableConverter.canConvert,0,1,1
com.thoughtworks.xstream.mapper.DynamicProxyMapper.realClass,1,2,3
com.thoughtworks.xstream.core.JVM.supportsAWT,1,0,1
com.thoughtworks.xstream.core.TreeMarshaller.start,2,5,7
com.thoughtworks.xstream.converters.DuplicatePropertyException,2,0,2
com.thoughtworks.xstream.core.util.SerializationMembers.callReadResolve,8,5,13
com.thoughtworks.xstream.io.xml.AbstractDocumentReader.<init>,6,0,6
com.thoughtworks.xstream.converters.extended.SqlTimestampConverter.canConvert,0,1,1
com.thoughtworks.xstream.core.util.PrioritizedList.next,0,1,1
com.thoughtworks.xstream.converters.extended.ISO8601GregorianCalendarConverter.fromString,1,0,1
com.thoughtworks.xstream.converters.enums.EnumMapConverter.unmarshal,1,6,7
com.thoughtworks.xstream.core.util.PresortedSet.headSet,1,0,1
com.thoughtworks.xstream.mapper.DefaultMapper.serializedClass,0,1,1
com.thoughtworks.xstream.converters.reflection.CGLIBEnhancedConverter.ReverseEngineeringInvocationHandler,2,0,2
com.thoughtworks.xstream.XStream.fromXML,11,2,13
com.thoughtworks.xstream.core.util.CustomObjectInputStream.available,1,0,1
com.thoughtworks.xstream.converters.basic.BigDecimalConverter.fromString,1,0,1
com.thoughtworks.xstream.io.xml.QNameMap.getDefaultNamespace,1,0,1
com.thoughtworks.xstream.converters.extended.EncodedByteArrayConverter.marshal,0,1,1
com.thoughtworks.xstream.annotations.AnnotationReflectionConverter.marshallField,6,0,6
com.thoughtworks.xstream.converters.extended.ActivationDataFlavorConverter.canConvert,0,1,1
com.thoughtworks.xstream.core.JVM.hasOptimizedTreeMapPutAll,1,0,1
com.thoughtworks.xstream.mapper.FieldAliasingMapper.<init>,0,2,2
com.thoughtworks.xstream.persistence.AbstractFilePersistenceStrategy.equals,7,0,7
com.thoughtworks.xstream.converters.enums.EnumToStringConverter.buildValueMap,0,4,4
com.thoughtworks.xstream.mapper.ImplicitCollectionMapper.ImplicitCollectionMapperForClass,1,0,1
com.thoughtworks.xstream.converters.enums.EnumMapConverter.marshal,0,5,5
com.thoughtworks.xstream.core.util.OrderRetainingMap.remove,5,0,5
com.thoughtworks.xstream.converters.extended.ToAttributedValueConverter.visit,45,0,45
com.thoughtworks.xstream.persistence.FileStreamStrategy.escape,10,0,10
com.thoughtworks.xstream.io.StatefulWriter.<init>,2,0,2
com.thoughtworks.xstream.mapper.DefaultMapper.attributeForAlias,1,1,2
com.thoughtworks.xstream.converters.time.HijrahDateConverter.eraOf,1,0,1
com.thoughtworks.xstream.io.xml.AbstractDocumentWriter.endNodeInternally,0,0,0
com.thoughtworks.xstream.mapper.XmlFriendlyMapper.serializedClass,1,0,1
com.thoughtworks.xstream.converters.<init>,15,0,15
com.thoughtworks.xstream.mapper.XmlFriendlyMapper.realMember,1,0,1
com.thoughtworks.xstream.io.xml.JDom2Driver.<init>,2,0,2
com.thoughtworks.xstream.io.xml.XStream11NameCoder.decodeAttribute,1,0,1
com.thoughtworks.xstream.XStream.unmarshal,6,5,11
com.thoughtworks.xstream.mapper.PackageAliasingMapper.serializedClass,1,10,11
com.thoughtworks.xstream.io.xml.XppDomReader.getValue,4,0,4
com.thoughtworks.xstream.core.util.WeakCache.get,0,2,2
com.thoughtworks.xstream.core.util.PresortedSet.contains,1,0,1
com.thoughtworks.xstream.io.AbstractWriter.underlyingWriter,0,1,1
com.thoughtworks.xstream.core.util.PresortedSet.retainAll,1,0,1
com.thoughtworks.xstream.core.MapBackedDataHolder.<init>,2,0,2
com.thoughtworks.xstream.XStream.aliasType,1,2,3
com.thoughtworks.xstream.converters.reflection.SerializableConverter.run,3,0,3
com.thoughtworks.xstream.converters.reflection.ExternalizableConverter.flush,1,0,1
com.thoughtworks.xstream.io.StatefulWriter.addAttribute,8,0,8
com.thoughtworks.xstream.core.util.CustomObjectInputStream.popCallback,1,0,1
com.thoughtworks.xstream.io.xml.XomReader.peekNextChild,4,0,4
com.thoughtworks.xstream.InitializationException.<init>,2,0,2
com.thoughtworks.xstream.mapper.AnnotationMapper.processImplicitCollectionAnnotation,18,2,20
com.thoughtworks.xstream.converters.writeNullField,4,0,4
com.thoughtworks.xstream.core.util.CustomObjectInputStream.getInstance,11,0,11
com.thoughtworks.xstream.io.xml.JDom2Reader.getValue,1,0,1
com.thoughtworks.xstream.io.binary.BinaryStreamReader.peekNextChild,3,0,3
com.thoughtworks.xstream.converters.collections.SingletonMapConverter.<init>,0,1,1
com.thoughtworks.xstream.converters.extended.StackTraceElementConverter.fromString,14,0,14
com.thoughtworks.xstream.io.xml.DomReader.getAttributeName,1,0,1
com.thoughtworks.xstream.core.util.Types.isLambdaType,1,0,1
com.thoughtworks.xstream.mapper.DefaultMapper.isImmutableValueType,0,1,1
com.thoughtworks.xstream.XStream.close,4,0,4
com.thoughtworks.xstream.converters.extended.ISO8601DateConverter.canConvert,1,0,1
com.thoughtworks.xstream.converters.collections.TreeSetConverter.size,1,0,1
com.thoughtworks.xstream.io.xml.StaxWriter.endNode,6,0,6
com.thoughtworks.xstream.io.xml.XppDomReader.<init>,3,0,3
com.thoughtworks.xstream.core.TreeMarshaller.lazilyCreateDataHolder,2,0,2
com.thoughtworks.xstream.io.xml.PrettyPrintWriter.writeText,39,9,48
com.thoughtworks.xstream.converters.collections.MapConverter.putCurrentEntryIntoMap,0,3,3
com.thoughtworks.xstream.io.ReaderWrapper.getAttribute,1,1,2
com.thoughtworks.xstream.converters.reflection.SortableFieldKeySorter.flushCache,1,0,1
com.thoughtworks.xstream.io.xml.QNameMap.registerMapping,7,0,7
com.thoughtworks.xstream.io.AbstractReader.underlyingReader,0,1,1
com.thoughtworks.xstream.XStream.addPermission,0,3,3
com.thoughtworks.xstream.io.json.JettisonMappedXmlDriver.createWriter,10,0,10
com.thoughtworks.xstream.core.util.Fields.locate,0,10,10
com.thoughtworks.xstream.annotations.XStreamAsAttribute.null,0,0,0
com.thoughtworks.xstream.converters.reflection.CGLIBEnhancedConverter.<init>,5,0,5
com.thoughtworks.xstream.converters.collections.ArrayConverter.<init>,0,1,1
com.thoughtworks.xstream.converters.extended.DynamicProxyConverter.marshal,8,0,8
com.thoughtworks.xstream.io.xml.TraxSource.setInputSource,1,0,1
com.thoughtworks.xstream.security.PrimitiveTypePermission.hashCode,1,0,1
com.thoughtworks.xstream.io.ExtendedHierarchicalStreamWriterHelper.startNode,1,2,3
com.thoughtworks.xstream.core.util.ObjectIdDictionary.equals,2,0,2
com.thoughtworks.xstream.io.path.Path.hashCode,0,4,4
com.thoughtworks.xstream.io.binary.Token.contructToken,2,11,13
com.thoughtworks.xstream.io.json.JsonWriter.endObject,2,0,2
com.thoughtworks.xstream.persistence.AbstractFilePersistenceStrategy.next,1,0,1
com.thoughtworks.xstream.converters.time.LocalDateTimeConverter.canConvert,1,0,1
com.thoughtworks.xstream.converters.extended.SubjectConverter.marshalPublicCredentials,0,0,0
com.thoughtworks.xstream.io.xml.StaxDriver.createReader,16,0,16
com.thoughtworks.xstream.converters.enums.EnumSingleValueConverter.<init>,1,2,3
com.thoughtworks.xstream.mapper.ClassAliasingMapper.aliasIsAttribute,1,0,1
com.thoughtworks.xstream.core.util.CustomObjectInputStream.readChar,1,0,1
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter.handleUnknownField,5,0,5
com.thoughtworks.xstream.core.util.SelfStreamingInstanceChecker.getConverter,1,0,1
com.thoughtworks.xstream.converters.reflection.SerializableConverter.doMarshalConditionally,3,0,3
com.thoughtworks.xstream.core.util.CompositeClassLoader.add,7,13,20
com.thoughtworks.xstream.converters.set,5,0,5
com.thoughtworks.xstream.converters.reflection.SunUnsafeReflectionProvider.readResolve,2,0,2
com.thoughtworks.xstream.core.ReferenceByIdUnmarshaller.<init>,1,0,1
com.thoughtworks.xstream.converters.time.OffsetDateTimeConverter.canConvert,1,0,1
com.thoughtworks.xstream.converters.basic.DateConverter.toString,0,4,4
com.thoughtworks.xstream.XStream.toXML,4,7,11
com.thoughtworks.xstream.core.util.ObjectIdDictionary.associateId,0,2,2
com.thoughtworks.xstream.converters.ErrorWritingException.keys,0,1,1
com.thoughtworks.xstream.security.NoTypePermission.allows,1,0,1
com.thoughtworks.xstream.converters.reflection.PureJavaReflectionProvider.setFieldDictionary,1,0,1
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter.writeField,6,12,18
com.thoughtworks.xstream.mapper.AttributeAliasingMapper.aliasForAttribute,0,2,2
com.thoughtworks.xstream.core.util.CustomObjectInputStream.registerValidation,1,0,1
com.thoughtworks.xstream.mapper.ImmutableTypesMapper.addImmutableType,1,4,5
com.thoughtworks.xstream.converters.basic.CharConverter.toString,2,0,2
com.thoughtworks.xstream.core.TreeUnmarshaller.start,2,6,8
com.thoughtworks.xstream.io.json.AbstractJsonWriter.IllegalWriterStateException,1,0,1
com.thoughtworks.xstream.converters.ErrorWritingException.set,7,0,7
com.thoughtworks.xstream.io.binary.BinaryStreamReader.get,1,3,4
com.thoughtworks.xstream.XStream.marshal,0,2,2
com.thoughtworks.xstream.converters.reflection.SunLimitedUnsafeReflectionProvider.readResolve,2,0,2
com.thoughtworks.xstream.converters.reflection.SerializationMethodInvoker.callWriteReplace,1,0,1
com.thoughtworks.xstream.core.JVM.isAWTAvailable,0,1,1
com.thoughtworks.xstream.core.util.WeakCache.iterate,19,0,19
com.thoughtworks.xstream.core.util.WeakCache.keySet,1,0,1
com.thoughtworks.xstream.mapper.AnnotationMapper.serializedClass,0,3,3
com.thoughtworks.xstream.converters.isReadable,1,0,1
com.thoughtworks.xstream.mapper.EnumMapper.isImmutableValueType,0,1,1
com.thoughtworks.xstream.converters.time.ValueRangeConverter.write,3,0,3
com.thoughtworks.xstream.converters.extended.SqlTimestampConverter.toString,10,0,10
com.thoughtworks.xstream.XStream.buildMapper,2,25,27
com.thoughtworks.xstream.XStreamer.getDefaultPermissions,1,0,1
com.thoughtworks.xstream.mapper.CachingMapper.flushCache,1,0,1
com.thoughtworks.xstream.io.xml.JDomWriter.top,1,0,1
com.thoughtworks.xstream.io.xml.StandardStaxDriver.createOutputFactory,10,0,10
com.thoughtworks.xstream.core.util.Primitives.box,1,0,1
com.thoughtworks.xstream.io.xml.Dom4JReader.getChildCount,1,0,1
com.thoughtworks.xstream.core.util.FastStack.hasStuff,0,1,1
com.thoughtworks.xstream.io.json.JsonWriter.underlyingWriter,1,0,1
com.thoughtworks.xstream.converters.reflection.LambdaConverter.marshal,2,0,2
com.thoughtworks.xstream.converters.extended.JavaFieldConverter.unmarshal,13,0,13
com.thoughtworks.xstream.security.RegExpTypePermission.allows,0,6,6
com.thoughtworks.xstream.converters.collections.CollectionConverter.canConvert,0,3,3
com.thoughtworks.xstream.mapper.XmlFriendlyMapper.<init>,1,0,1
com.thoughtworks.xstream.core.util.OrderRetainingMap.keySet,0,1,1
com.thoughtworks.xstream.mapper.ClassAliasingMapper.<init>,0,1,1
com.thoughtworks.xstream.io.xml.DomDriver.<init>,2,3,5
com.thoughtworks.xstream.converters.extended.ISO8601GregorianCalendarConverter.toString,1,0,1
com.thoughtworks.xstream.core.util.PresortedMap.<init>,1,3,4
com.thoughtworks.xstream.core.util.CustomObjectOutputStream.writeChars,1,0,1
com.thoughtworks.xstream.persistence.AbstractFilePersistenceStrategy.put,4,0,4
com.thoughtworks.xstream.converters.basic.ByteConverter.fromString,4,0,4
com.thoughtworks.xstream.io.xml.DomDriver.createDocumentBuilderFactory,11,0,11
com.thoughtworks.xstream.io.ReaderWrapper.hasMoreChildren,0,1,1
com.thoughtworks.xstream.annotations.Annotations.<init>,0,0,0
com.thoughtworks.xstream.persistence.FileStreamStrategy.getName,1,0,1
com.thoughtworks.xstream.io.xml.xppdom.XppDom.getChildren,12,0,12
com.thoughtworks.xstream.io.xml.Dom4JDriver.createWriter,6,0,6
com.thoughtworks.xstream.core.JVM.bestReflectionProvider,3,0,3
com.thoughtworks.xstream.core.util.ArrayIterator.remove,1,0,1
com.thoughtworks.xstream.io.path.PathTracker.depth,1,0,1
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter.shouldUnmarshalTransientFields,1,0,1
com.thoughtworks.xstream.core.util.SerializationMembers.noMethod,0,0,0
com.thoughtworks.xstream.core.TreeMarshallingStrategy.createMarshallingContext,1,0,1
com.thoughtworks.xstream.converters.time.ValueRangeConverter.marshal,5,0,5
com.thoughtworks.xstream.io.xml.XmlFriendlyNameCoder.<init>,0,6,6
com.thoughtworks.xstream.io.xml.KXml2Driver.createParser,1,0,1
com.thoughtworks.xstream.persistence.AbstractFilePersistenceStrategy.readFile,8,0,8
com.thoughtworks.xstream.io.xml.StandardStaxDriver.createInputFactory,12,0,12
com.thoughtworks.xstream.core.MapBackedDataHolder.put,1,0,1
com.thoughtworks.xstream.core.AbstractReferenceMarshaller.registerImplicit,3,0,3
com.thoughtworks.xstream.core.util.QuickWriter.close,5,0,5
com.thoughtworks.xstream.converters.extended.CurrencyConverter.canConvert,0,1,1
com.thoughtworks.xstream.persistence.PersistenceStrategy.null,0,0,0
com.thoughtworks.xstream.io.binary.ReaderDepthState.getAttributeNames,2,2,4
com.thoughtworks.xstream.converters.collections.TreeSetConverter.unmarshal,27,0,27
com.thoughtworks.xstream.converters.extended.ColorConverter.marshal,5,0,5
com.thoughtworks.xstream.converters.extended.StackTraceElementConverter.canConvert,0,1,1
com.thoughtworks.xstream.converters.basic.BooleanConverter.<init>,0,4,4
com.thoughtworks.xstream.io.xml.JDom2Reader.reassignCurrentElement,1,0,1
com.thoughtworks.xstream.io.binary.Token.Attribute,0,4,4
com.thoughtworks.xstream.persistence.XmlArrayList.rangeCheck,3,0,3
com.thoughtworks.xstream.mapper.DefaultMapper.realMember,0,1,1
com.thoughtworks.xstream.persistence.AbstractFilePersistenceStrategy.<init>,4,0,4
com.thoughtworks.xstream.core.util.OrderRetainingMap.<init>,0,3,3
com.thoughtworks.xstream.core.util.PresortedMap.firstKey,1,0,1
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter.unmarshallField,0,1,1
com.thoughtworks.xstream.mapper.LambdaMapper.serializedClass,14,0,14
com.thoughtworks.xstream.io.naming.StaticNameCoder.encodeAttribute,2,0,2
com.thoughtworks.xstream.converters.basic.DoubleConverter.fromString,1,0,1
com.thoughtworks.xstream.mapper.DefaultMapper.getConverterFromItemType,2,1,3
com.thoughtworks.xstream.converters.reflection.SortableFieldKeySorter.FieldComparator,2,0,2
com.thoughtworks.xstream.core.util.Fields.wrap,3,0,3
com.thoughtworks.xstream.converters.extended.ISO8601SqlTimestampConverter.fromString,12,0,12
com.thoughtworks.xstream.core.JVM.is9,1,0,1
com.thoughtworks.xstream.io.binary.ReaderDepthState.setHasMoreChildren,0,1,1
com.thoughtworks.xstream.converters.reflection.AbstractAttributedCharacterIteratorAttributeConverter.toString,1,0,1
com.thoughtworks.xstream.persistence.FilePersistenceStrategy.extractKey,16,0,16
com.thoughtworks.xstream.persistence.FilePersistenceStrategy.unescape,8,0,8
com.thoughtworks.xstream.converters.collections.CollectionConverter.populateCollection,0,5,5
com.thoughtworks.xstream.core.JVM.flushCache,0,0,0
com.thoughtworks.xstream.io.xml.XppReader.createParser,7,0,7
com.thoughtworks.xstream.mapper.LocalConversionMapper.readResolve,0,2,2
com.thoughtworks.xstream.mapper.XStream11XmlFriendlyMapper.mapNameFromXML,1,0,1
com.thoughtworks.xstream.converters.collections.CollectionConverter.createCollection,0,1,1
com.thoughtworks.xstream.core.util.PresortedMap.containsKey,1,0,1
com.thoughtworks.xstream.mapper.DefaultImplementationsMapper.<init>,0,2,2
com.thoughtworks.xstream.io.xml.SaxWriter.flush,0,0,0
com.thoughtworks.xstream.XStream.aliasPackage,3,0,3
com.thoughtworks.xstream.core.util.PresortedSet.remove,1,0,1
com.thoughtworks.xstream.converters.reflection.PureJavaReflectionProvider.newInstance,23,0,23
com.thoughtworks.xstream.converters.extended.DurationConverter.<init>,0,2,2
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter.unmarshal,0,3,3
com.thoughtworks.xstream.io.xml.StaxDriver.createParser,3,0,3
com.thoughtworks.xstream.persistence.AbstractFilePersistenceStrategy.accept,1,0,1
com.thoughtworks.xstream.io.xml.SaxWriter.parse,16,0,16
com.thoughtworks.xstream.io.xml.SaxWriter.startDocument,4,0,4
com.thoughtworks.xstream.core.util.PrioritizedList.equals,1,0,1
com.thoughtworks.xstream.converters.extended.ISO8601GregorianCalendarConverter.canConvert,1,0,1
com.thoughtworks.xstream.security.ArrayTypePermission.hashCode,1,0,1
com.thoughtworks.xstream.converters.reflection.AbstractAttributedCharacterIteratorAttributeConverter.<clinit>, line 143,6,0,6
com.thoughtworks.xstream.converters.time.MonthDayConverter.canConvert,1,0,1
com.thoughtworks.xstream.io.naming.NameCoderWrapper.encodeAttribute,1,0,1
com.thoughtworks.xstream.io.xml.Xpp3DomDriver.<init>,2,0,2
com.thoughtworks.xstream.converters.extended.NamedArrayConverter.marshal,12,0,12
com.thoughtworks.xstream.persistence.AbstractFilePersistenceStrategy.isValid,1,0,1
com.thoughtworks.xstream.converters.collections.AbstractCollectionConverter.readBareItem,0,2,2
com.thoughtworks.xstream.converters.collections.TreeSetConverter.<init>,0,2,2
com.thoughtworks.xstream.converters.basic.DateConverter.<clinit>, line 57,2,24,26
com.thoughtworks.xstream.converters.extended.RegexPatternConverter.marshal,7,0,7
com.thoughtworks.xstream.core.util.Base64Encoder.mapCharToInt,8,0,8
com.thoughtworks.xstream.core.util.OrderRetainingMap.put,1,5,6
com.thoughtworks.xstream.converters.collections.AbstractCollectionConverter.readCompleteItem,0,4,4
com.thoughtworks.xstream.io.xml.SaxWriter.getErrorHandler,1,0,1
com.thoughtworks.xstream.io.path.Path.normalize,4,0,4
com.thoughtworks.xstream.converters.reflection.SunLimitedUnsafeReflectionProvider.newInstance,9,5,14
com.thoughtworks.xstream.converters.collections.MapConverter.unmarshal,3,0,3
com.thoughtworks.xstream.io.json.JsonWriter.endNewLine,4,0,4
com.thoughtworks.xstream.core.util.DependencyInjectionFactory.compare,91,7,98
com.thoughtworks.xstream.core.AbstractReferenceMarshaller.get,1,0,1
com.thoughtworks.xstream.converters.time.ChronologyConverter.canConvert,1,0,1
com.thoughtworks.xstream.converters.shouldVisit,1,0,1
com.thoughtworks.xstream.io.AbstractDriver.createReader,8,0,8
com.thoughtworks.xstream.mapper.MapperWrapper.lookupMapperOfType,0,1,1
com.thoughtworks.xstream.io.xml.WstxDriver.createOutputFactory,1,0,1
com.thoughtworks.xstream.core.util.WeakCache.toString,1,0,1
com.thoughtworks.xstream.converters.extended.SqlTimeConverter.canConvert,0,1,1
com.thoughtworks.xstream.converters.reflection.CGLIBEnhancedConverter.unmarshal,45,0,45
com.thoughtworks.xstream.mapper.AbstractXmlFriendlyMapper.escapeFieldName,10,0,10
com.thoughtworks.xstream.io.json.JsonWriter.flush,1,0,1
com.thoughtworks.xstream.io.binary.BinaryStreamReader.getAttributeCount,1,0,1
com.thoughtworks.xstream.core.util.PrioritizedList.PrioritizedItem,0,3,3
com.thoughtworks.xstream.io.xml.xppdom.XppDom.getValue,1,0,1
com.thoughtworks.xstream.mapper.SecurityMapper.realClass,1,5,6
com.thoughtworks.xstream.io.StatefulWriter.state,1,0,1
com.thoughtworks.xstream.converters.extended.CharsetConverter.fromString,1,0,1
com.thoughtworks.xstream.io.xml.AbstractXppDomDriver.createWriter,2,0,2
com.thoughtworks.xstream.io.xml.StaxWriter.isNamespaceRepairingMode,1,0,1
com.thoughtworks.xstream.io.xml.WstxDriver.<init>,6,0,6
com.thoughtworks.xstream.core.AbstractReferenceMarshaller.ReferencedImplicitElementException,3,0,3
com.thoughtworks.xstream.mapper.ImplicitCollectionMapper.equals,4,0,4
com.thoughtworks.xstream.mapper.MapperWrapper.getImplicitCollectionDefForFieldName,0,1,1
com.thoughtworks.xstream.core.util.ThreadSafeSimpleDateFormat.<init>,0,4,4
com.thoughtworks.xstream.security.ExplicitTypePermission.<init>,0,2,2
com.thoughtworks.xstream.io.xml.PrettyPrintWriter.getNewLine,0,1,1
com.thoughtworks.xstream.io.binary.BinaryStreamReader.moveDown,4,23,27
com.thoughtworks.xstream.core.util.WeakCache.remove,2,0,2
com.thoughtworks.xstream.io.binary.ReaderDepthState.setName,0,1,1
com.thoughtworks.xstream.converters.time.ValueRangeConverter.canConvert,1,0,1
com.thoughtworks.xstream.core.util.CustomObjectInputStream.defaulted,1,0,1
com.thoughtworks.xstream.mapper.AnnotationMapper.processTypes,2,29,31
com.thoughtworks.xstream.io.path.PathTrackingReader.moveUp,0,2,2
com.thoughtworks.xstream.io.xml.Dom4JXmlWriter.flush,3,0,3
com.thoughtworks.xstream.converters.collections.ArrayConverter.canConvert,0,1,1
com.thoughtworks.xstream.converters.time.OffsetTimeConverter.toString,4,0,4
com.thoughtworks.xstream.converters.extended.NamedMapConverter.writeItem,9,0,9
com.thoughtworks.xstream.converters.reflection.PureJavaReflectionProvider.readResolve,2,0,2
com.thoughtworks.xstream.core.util.PresortedMap.subMap,1,0,1
com.thoughtworks.xstream.mapper.DynamicProxyMapper.<init>,0,3,3
com.thoughtworks.xstream.io.StatefulWriter.startNode,4,0,4
com.thoughtworks.xstream.converters.extended.JavaMethodConverter.<init>,1,2,3
com.thoughtworks.xstream.mapper.DefaultImplementationsMapper.defaultImplementationOf,0,3,3
com.thoughtworks.xstream.mapper.XStream11XmlFriendlyMapper.<init>,1,0,1
com.thoughtworks.xstream.security.ArrayTypePermission.allows,0,1,1
com.thoughtworks.xstream.core.util.PresortedMap.keySet,0,5,5
com.thoughtworks.xstream.io.binary.BinaryStreamReader.hasMoreChildren,0,1,1
com.thoughtworks.xstream.core.util.CustomObjectInputStream.readUnshared,1,0,1
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter.writeItem,44,9,53
com.thoughtworks.xstream.core.JVM.reverseFieldDefinition,0,1,1
com.thoughtworks.xstream.XStream.addImplicitCollection,3,0,3
com.thoughtworks.xstream.io.binary.BinaryStreamReader.getValue,0,1,1
com.thoughtworks.xstream.mapper.CachingMapper.<init>,0,2,2
com.thoughtworks.xstream.mapper.DefaultMapper.<init>,1,1,2
com.thoughtworks.xstream.converters.enums.EnumToStringConverter.fromString,5,4,9
com.thoughtworks.xstream.io.xml.SjsxpDriver.<init>,4,0,4
com.thoughtworks.xstream.mapper.DefaultImplementationsMapper.addDefaults,0,9,9
com.thoughtworks.xstream.converters.reflection.SelfStreamingInstanceChecker.<init>,1,0,1
com.thoughtworks.xstream.converters.reflection.SerializableConverter.readField,2,0,2
